StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,QB,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,opp,gc,term,Q_TotalDuration
4/28/2022 21:11,4/28/2022 21:11,100,12,TRUE,4/28/2022 21:11,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,12
4/28/2022 21:12,4/28/2022 21:14,100,86,TRUE,4/28/2022 21:14,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,86
4/28/2022 21:11,4/28/2022 21:15,100,254,TRUE,4/28/2022 21:15,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,254
4/28/2022 21:19,4/28/2022 21:21,100,82,TRUE,4/28/2022 21:21,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,82
4/28/2022 21:18,4/28/2022 21:26,100,465,TRUE,4/28/2022 21:26,"About $1,500",44,Female,Black or African American,No,Some college,Serious problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Serious problem,Disagree,Agree,Agree,Yes,No,Yes,0,0,0,0,0,0,0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Very likely,Very likely,Very likely,Very likely,Very likely,Agree,Agree,Disagree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,465
4/28/2022 21:07,4/28/2022 21:27,100,1175,TRUE,4/28/2022 21:27,"About $1,500",42,Female,Black or African American,No,Some college,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Strongly agree,Strongly agree,Strongly disagree,No,,,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Likely,Very likely,Likely,Likely,Very unlikely,Strongly agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,1175
4/28/2022 21:22,4/28/2022 21:27,100,290,TRUE,4/28/2022 21:27,"About $1,500",21,Female,Black or African American,No,High school diploma or GED,Not a problem,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Strongly disagree,Disagree,Agree,No,Yes,No,1,2,3,4 or more,0,1,2,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Very unlikely,Unlikely,Likely,Very likely,Very unlikely,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,290
4/28/2022 21:27,4/28/2022 21:27,100,15,TRUE,4/28/2022 21:27,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,15
4/28/2022 21:29,4/28/2022 21:29,100,13,TRUE,4/28/2022 21:29,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,13
4/28/2022 21:27,4/28/2022 21:29,100,115,TRUE,4/28/2022 21:29,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,115
4/28/2022 21:27,4/28/2022 21:32,100,316,TRUE,4/28/2022 21:32,"About $1,500",31,Female,Black or African American,No,Master's or law degree (JD or LLM),Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Agree,Strongly agree,Strongly disagree,No,,No,0,0,0,0,0,0,0,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Very unlikely,Unlikely,Likely,Very unlikely,Unlikely,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,316
4/28/2022 21:28,4/28/2022 21:33,100,272,TRUE,4/28/2022 21:33,"About $1,500",29,Female,Black or African American,No,Bachelor's degree,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,,Strongly agree,Strongly agree,Yes,Yes,No,1,1,1,1,1,1,1,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very likely,Very likely,Very likely,Very likely,Very likely,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,272
4/28/2022 21:30,4/28/2022 21:33,100,192,TRUE,4/28/2022 21:33,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,192
4/28/2022 21:24,4/28/2022 21:37,100,741,TRUE,4/28/2022 21:37,"About $1,500",60,Female,Black or African American,No,Technical or associate degree,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Strongly disagree,Strongly agree,Strongly disagree,No,No,Yes,0,0,0,0,0,0,0,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Unlikely,Likely,Very unlikely,Unlikely,Unlikely,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Qual2726-0413ScottGenpopBS,1,,741
4/28/2022 21:41,4/28/2022 21:42,100,44,TRUE,4/28/2022 21:42,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,44
4/28/2022 21:42,4/28/2022 21:43,100,72,TRUE,4/28/2022 21:43,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,72
4/28/2022 21:47,4/28/2022 21:47,100,16,TRUE,4/28/2022 21:47,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,16
4/28/2022 21:49,4/28/2022 21:52,100,147,TRUE,4/28/2022 21:52,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,147
4/28/2022 21:45,4/28/2022 21:53,100,452,TRUE,4/28/2022 21:53,"About $1,500",38,Female,Black or African American,No,High school diploma or GED,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Serious problem,Somewhat of a problem,Not a problem,Not a problem,Serious problem,Agree,Agree,Disagree,No,No,Yes,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Agree,,Agree,,Agree,Agree,Agree,Unlikely,Very unlikely,Likely,Likely,Unlikely,Agree,Disagree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,452
4/28/2022 21:56,4/28/2022 21:57,100,54,TRUE,4/28/2022 21:57,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,54
4/28/2022 21:54,4/28/2022 21:57,100,144,TRUE,4/28/2022 21:57,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,144
4/28/2022 21:58,4/28/2022 22:06,100,499,TRUE,4/28/2022 22:06,"About $1,500",26,Female,Black or African American,Yes,High school diploma or GED,Not a problem,Not a problem,,Not a problem,,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Strongly agree,Agree,Disagree,Yes,Yes,Yes,0,0,1,0,,1,0,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,,Unlikely,Very likely,Unlikely,Unlikely,Likely,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,499
4/28/2022 22:06,4/28/2022 22:07,100,90,TRUE,4/28/2022 22:07,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,90
4/28/2022 22:09,4/28/2022 22:10,100,15,TRUE,4/28/2022 22:10,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,15
4/28/2022 22:07,4/28/2022 22:13,100,369,TRUE,4/28/2022 22:13,"About $1,500",24,Female,White,No,Some college,Serious problem,Serious problem,Serious problem,Serious problem,Not a problem,Somewhat of a problem,Not a problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Serious problem,Strongly agree,Agree,Strongly agree,No,No,Yes,0,0,0,0,4 or more,4 or more,4 or more,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Very likely,Very likely,Very likely,Very likely,Very unlikely,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,369
4/28/2022 22:08,4/28/2022 22:13,100,279,TRUE,4/28/2022 22:13,"About $1,500",66,Female,Black or African American,No,High school diploma or GED,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Strongly agree,Strongly agree,Strongly disagree,No,No,Yes,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Unlikely,Likely,Unlikely,Likely,Unlikely,Agree,Disagree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,279
4/28/2022 22:12,4/28/2022 22:13,100,101,TRUE,4/28/2022 22:13,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,101
4/28/2022 22:01,4/28/2022 22:14,100,751,TRUE,4/28/2022 22:14,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,751
4/28/2022 22:14,4/28/2022 22:14,100,17,TRUE,4/28/2022 22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,17
4/28/2022 22:08,4/28/2022 22:14,100,360,TRUE,4/28/2022 22:14,"About $1,500",29,Female,Black or African American,No,Master's or law degree (JD or LLM),Serious problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Agree,Agree,Disagree,Yes,Yes,Yes,0,1,0,0,1,0,0,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Likely,Likely,Unlikely,Unlikely,Very unlikely,Agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,360
4/28/2022 22:14,4/28/2022 22:15,100,19,TRUE,4/28/2022 22:15,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,19
4/28/2022 22:15,4/28/2022 22:15,100,18,TRUE,4/28/2022 22:15,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,18
4/28/2022 22:17,4/28/2022 22:18,100,52,TRUE,4/28/2022 22:18,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,52
4/28/2022 22:13,4/28/2022 22:22,100,568,TRUE,4/28/2022 22:22,"About $1,500",56,Female,Black or African American,No,Some college,Somewhat of a problem,Serious problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Strongly disagree,Disagree,Agree,No,No,Yes,0,0,0,0,0,0,0,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Very unlikely,Very unlikely,Likely,Very unlikely,Very unlikely,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Qual2726-0413ScottGenpopBS,1,,568
4/28/2022 22:27,4/28/2022 22:27,100,15,TRUE,4/28/2022 22:27,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,15
4/25/2022 14:10,4/28/2022 22:34,100,289387,TRUE,4/28/2022 22:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,289387
4/28/2022 22:34,4/28/2022 22:35,100,57,TRUE,4/28/2022 22:35,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,57
4/28/2022 22:37,4/28/2022 22:38,100,20,TRUE,4/28/2022 22:38,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,20
4/28/2022 22:34,4/28/2022 22:40,100,345,TRUE,4/28/2022 22:40,"About $1,500",29,Female,Black or African American,Yes,Master's or law degree (JD or LLM),Somewhat of a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Somewhat of a problem,Serious problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Strongly agree,Strongly agree,Strongly disagree,Yes,No,Yes,0,0,0,,1,1,0,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,,Unlikely,Likely,Very likely,Very unlikely,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,345
4/28/2022 22:28,4/28/2022 22:41,100,743,TRUE,4/28/2022 22:41,"About $1,500",41,Male,Black or African American,No,Some college,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Agree,Agree,Strongly disagree,Yes,No,No,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Likely,Very likely,Likely,Likely,Likely,Agree,Agree,Agree,Disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,743
4/28/2022 22:35,4/28/2022 22:42,100,429,TRUE,4/28/2022 22:42,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,429
4/28/2022 22:24,4/28/2022 22:43,100,1125,TRUE,4/28/2022 22:43,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,1125
4/28/2022 22:44,4/28/2022 22:46,100,155,TRUE,4/28/2022 22:46,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,155
4/28/2022 22:48,4/28/2022 22:48,100,17,TRUE,4/28/2022 22:48,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,17
4/28/2022 22:49,4/28/2022 22:49,100,10,TRUE,4/28/2022 22:49,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,10
4/28/2022 22:40,4/28/2022 22:50,100,573,TRUE,4/28/2022 22:50,"About $1,500",31,Female,Black or African American,No,Bachelor's degree,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Somewhat of a problem,Serious problem,Serious problem,Serious problem,Not a problem,Somewhat of a problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Strongly disagree,Agree,Strongly disagree,No,,,0,0,0,0,0,0,0,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Likely,Unlikely,Very likely,Very likely,Unlikely,Disagree,Disagree,Disagree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,573
4/28/2022 22:42,4/28/2022 22:54,100,678,TRUE,4/28/2022 22:54,"About $1,500",62,Female,Black or African American,No,Bachelor's degree,Serious problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Serious problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Agree,Agree,Disagree,No,,,0,0,1,0,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Unlikely,Likely,Likely,Unlikely,Very unlikely,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,678
4/28/2022 22:45,4/28/2022 22:58,100,780,TRUE,4/28/2022 22:58,"About $1,500",66,Female,Black or African American,No,Some college,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Disagree,Agree,Disagree,Yes,No,Yes,0,0,0,0,0,0,0,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Likely,Likely,Likely,Likely,Likely,Agree,Disagree,Disagree,Disagree,,Qual2726-0413ScottGenpopBS,1,,780
4/28/2022 22:58,4/28/2022 22:58,100,18,TRUE,4/28/2022 22:59,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,18
4/28/2022 22:58,4/28/2022 22:59,100,69,TRUE,4/28/2022 22:59,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,69
4/28/2022 22:59,4/28/2022 22:59,100,30,TRUE,4/28/2022 22:59,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,30
4/28/2022 22:59,4/28/2022 23:05,100,376,TRUE,4/28/2022 23:05,"About $1,500",40,Male,Black or African American,No,Some college,Somewhat of a problem,Not a problem,Not a problem,Serious problem,Serious problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Not a problem,Serious problem,Agree,Agree,Disagree,Yes,No,No,0,0,0,0,0,0,0,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Unlikely,Unlikely,Likely,Unlikely,Unlikely,Disagree,Disagree,Agree,Agree,Agree,Qual2726-0413ScottGenpopBS,1,,376
4/28/2022 23:05,4/28/2022 23:07,100,100,TRUE,4/28/2022 23:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,100
4/28/2022 23:07,4/28/2022 23:09,100,76,TRUE,4/28/2022 23:09,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,76
4/28/2022 23:08,4/28/2022 23:09,100,14,TRUE,4/28/2022 23:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,14
4/28/2022 23:06,4/28/2022 23:11,100,297,TRUE,4/28/2022 23:11,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,297
4/28/2022 23:11,4/28/2022 23:11,100,21,TRUE,4/28/2022 23:11,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,21
4/28/2022 23:16,4/28/2022 23:17,100,20,TRUE,4/28/2022 23:17,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,20
4/28/2022 23:11,4/28/2022 23:17,100,389,TRUE,4/28/2022 23:17,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,389
4/28/2022 23:17,4/28/2022 23:17,100,54,TRUE,4/28/2022 23:17,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,54
4/28/2022 23:07,4/28/2022 23:18,100,670,TRUE,4/28/2022 23:18,"About $1,500",34,Female,Black or African American,No,Some college,Not a problem,Not a problem,Serious problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Serious problem,Serious problem,Strongly disagree,Agree,Agree,No,No,Yes,0,2,0,1,0,0,0,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Unlikely,Unlikely,Very likely,Unlikely,Likely,Strongly agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,670
4/28/2022 23:26,4/28/2022 23:26,100,30,TRUE,4/28/2022 23:26,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,30
4/28/2022 23:27,4/28/2022 23:28,100,42,TRUE,4/28/2022 23:28,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,42
4/28/2022 23:24,4/28/2022 23:28,100,250,TRUE,4/28/2022 23:28,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,250
4/28/2022 23:29,4/28/2022 23:29,100,11,TRUE,4/28/2022 23:29,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,11
4/28/2022 23:24,4/28/2022 23:33,100,581,TRUE,4/28/2022 23:33,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,581
4/28/2022 23:08,4/28/2022 23:35,100,1621,TRUE,4/28/2022 23:35,"About $1,500",60,Female,Black or African American,No,Technical or associate degree,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Agree,Strongly agree,Strongly disagree,No,,,0,0,0,0,0,0,0,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Unlikely,Likely,Likely,Unlikely,Very likely,Agree,Disagree,Disagree,Disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,1621
4/28/2022 23:37,4/28/2022 23:37,100,15,TRUE,4/28/2022 23:37,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,15
4/28/2022 23:37,4/28/2022 23:39,100,128,TRUE,4/28/2022 23:39,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,128
4/28/2022 23:41,4/28/2022 23:41,100,15,TRUE,4/28/2022 23:41,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,15
4/28/2022 23:40,4/28/2022 23:42,100,106,TRUE,4/28/2022 23:42,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,106
4/28/2022 23:42,4/28/2022 23:42,100,21,TRUE,4/28/2022 23:42,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,21
